temp,humidity,time
1,40,2026-03-10 14:43:11
-10,40,2026-03-10 14:43:12
-10,40,2026-03-10 14:43:13
4,40,2026-03-10 14:43:14
10,40,2026-03-10 14:43:15
2,40,2026-03-10 14:43:16
32,40,2026-03-10 14:43:17
29,40,2026-03-10 14:43:18
39,40,2026-03-10 14:43:19
11,40,2026-03-10 14:43:20
45,40,2026-03-10 14:43:21
29,40,2026-03-10 14:43:22
33,40,2026-03-10 14:43:23
32,40,2026-03-10 14:43:24
41,40,2026-03-10 14:43:25
3,40,2026-03-10 14:43:26
21,40,2026-03-10 14:43:27
6,40,2026-03-10 14:43:28
-7,40,2026-03-10 14:43:29
-7,40,2026-03-10 14:43:30
37,40,2026-03-10 14:43:31
26,40,2026-03-10 14:43:32
7,40,2026-03-10 14:43:33
20,40,2026-03-10 14:43:34
2,40,2026-03-10 14:43:35
-2,40,2026-03-10 14:43:36
1,40,2026-03-10 14:43:38
-5,40,2026-03-10 14:43:38
-1,40,2026-03-10 14:43:39
44,40,2026-03-10 14:43:40
2,40,2026-03-10 14:43:42
11,40,2026-03-10 14:43:43
-3,40,2026-03-10 14:43:44
-1,40,2026-03-10 14:43:45
18,40,2026-03-10 14:43:46
34,40,2026-03-10 14:43:47
5,40,2026-03-10 14:43:48
36,40,2026-03-10 14:43:49
16,40,2026-03-10 14:43:50
44,40,2026-03-10 14:43:51
16,40,2026-03-10 14:43:52
13,40,2026-03-10 14:43:53
-13,40,2026-03-10 14:43:54
-3,40,2026-03-10 14:43:55
-8,40,2026-03-10 14:43:56
20,40,2026-03-10 14:43:57
21,40,2026-03-10 14:43:58
6,40,2026-03-10 14:43:59
14,40,2026-03-10 14:44:00
19,40,2026-03-10 14:44:01
14,40,2026-03-10 14:44:02
24,40,2026-03-10 14:44:03
34,40,2026-03-10 14:44:04
-1,40,2026-03-10 14:44:05
37,40,2026-03-10 14:44:06
8,40,2026-03-10 14:44:07
15,40,2026-03-10 14:44:08
9,40,2026-03-10 14:44:09
17,40,2026-03-10 14:44:10
38,40,2026-03-10 14:44:11
-18,40,2026-03-10 14:44:12
-9,40,2026-03-10 14:44:13
5,40,2026-03-10 14:44:14
5,40,2026-03-10 14:44:15
19,40,2026-03-10 14:44:16
-4,40,2026-03-10 14:44:17
31,40,2026-03-10 14:44:18
-14,40,2026-03-10 14:44:19
34,40,2026-03-10 14:44:21
34,40,2026-03-10 14:44:21
42,40,2026-03-10 14:44:22
-15,40,2026-03-10 14:44:23
-17,40,2026-03-10 14:44:24
-13,40,2026-03-10 14:44:25
5,40,2026-03-10 14:44:26
22,40,2026-03-10 14:44:27
-5,40,2026-03-10 14:44:28
31,40,2026-03-10 14:44:29
32,40,2026-03-10 14:44:30
40,40,2026-03-10 14:44:31
21,40,2026-03-10 14:44:32
42,40,2026-03-10 14:44:33
11,40,2026-03-10 14:44:34
-15,40,2026-03-10 14:44:35
25,40,2026-03-10 14:44:36
44,40,2026-03-10 14:44:37
-4,40,2026-03-10 14:44:38
15,40,2026-03-10 14:44:39
40,40,2026-03-10 14:44:40
31,40,2026-03-10 14:44:41
25,40,2026-03-10 14:44:42
28,40,2026-03-10 14:44:43
0,40,2026-03-10 14:44:44
40,40,2026-03-10 14:44:45
40,40,2026-03-10 14:44:46
-3,40,2026-03-10 14:44:47
34,40,2026-03-10 14:44:48
4,40,2026-03-10 14:44:49
-1,40,2026-03-10 14:44:50
42,40,2026-03-10 14:44:51
26,40,2026-03-10 14:44:52
7,40,2026-03-10 14:44:53
10,40,2026-03-10 14:44:54
-5,40,2026-03-10 14:44:55
-1,40,2026-03-10 14:44:56
14,40,2026-03-10 14:44:57
37,40,2026-03-10 14:44:58
24,40,2026-03-10 14:44:59
5,40,2026-03-10 14:45:00
3,40,2026-03-10 14:45:01
10,40,2026-03-10 14:45:02
9,40,2026-03-10 14:45:03
8,40,2026-03-10 14:45:04
16,40,2026-03-10 14:45:05
37,40,2026-03-10 14:45:06
30,40,2026-03-10 14:45:07
-2,40,2026-03-10 14:45:08
24,40,2026-03-10 14:45:09
23,40,2026-03-10 14:45:10
19,40,2026-03-10 14:45:11
-20,40,2026-03-10 14:45:12
39,40,2026-03-10 14:45:13
-13,40,2026-03-10 14:45:14
30,40,2026-03-10 14:45:15
-8,40,2026-03-10 14:45:16
4,40,2026-03-10 14:45:17
32,40,2026-03-10 14:45:18
31,40,2026-03-10 14:45:19
-14,40,2026-03-10 14:45:20
13,40,2026-03-10 14:45:21
-8,40,2026-03-10 14:45:22
26,40,2026-03-10 14:45:23
35,40,2026-03-10 14:45:24
39,40,2026-03-10 14:45:25
10,40,2026-03-10 14:45:26
20,40,2026-03-10 14:45:27
-5,40,2026-03-10 14:45:28
14,40,2026-03-10 14:45:29
16,40,2026-03-10 14:45:30
-5,40,2026-03-10 14:45:31
1,40,2026-03-10 14:45:32
36,40,2026-03-10 14:45:33
10,40,2026-03-10 14:45:34
0,40,2026-03-10 14:45:35
-3,40,2026-03-10 14:45:36
-2,40,2026-03-10 14:45:37
14,40,2026-03-10 14:45:38
27,40,2026-03-10 14:45:39
-19,40,2026-03-10 14:45:40
38,40,2026-03-10 14:45:41
39,40,2026-03-10 14:45:42
16,40,2026-03-10 14:45:43
22,40,2026-03-10 14:45:44
3,40,2026-03-10 14:45:45
25,40,2026-03-10 14:45:46
-4,40,2026-03-10 14:45:47
37,40,2026-03-10 14:45:48
20,40,2026-03-10 14:45:49
2,40,2026-03-10 14:45:50
7,40,2026-03-10 14:45:51
22,40,2026-03-10 14:45:52
-20,40,2026-03-10 14:45:53
-8,40,2026-03-10 14:45:54
-14,40,2026-03-10 14:45:55
22,40,2026-03-10 14:45:56
22,40,2026-03-10 14:45:57
21,40,2026-03-10 14:45:58
15,40,2026-03-10 14:45:59
14,40,2026-03-10 14:46:00
-5,40,2026-03-10 14:46:01
9,40,2026-03-10 14:46:02
31,40,2026-03-10 14:46:04
26,40,2026-03-10 14:46:05
4,40,2026-03-10 14:46:06
-4,40,2026-03-10 14:46:07
-11,40,2026-03-10 14:46:08
-17,40,2026-03-10 14:46:09
28,40,2026-03-10 14:46:10
38,40,2026-03-10 14:46:11
10,40,2026-03-10 14:46:12
34,40,2026-03-10 14:46:13
-17,40,2026-03-10 14:46:14
8,40,2026-03-10 14:46:15
30,40,2026-03-10 14:46:16
35,40,2026-03-10 14:46:17
-12,40,2026-03-10 14:46:18
37,40,2026-03-10 14:46:19
5,40,2026-03-10 14:46:20
18,40,2026-03-10 14:46:21
10,40,2026-03-10 14:46:22
37,40,2026-03-10 14:46:23
-10,40,2026-03-10 14:46:24
29,40,2026-03-10 14:46:25
1,40,2026-03-10 14:46:26
34,40,2026-03-10 14:46:27
38,40,2026-03-10 14:46:28
-17,40,2026-03-10 14:46:29
-4,40,2026-03-10 14:46:30
41,40,2026-03-10 14:46:31
42,40,2026-03-10 14:46:32
26,40,2026-03-10 14:46:33
24,40,2026-03-10 14:46:34
1,40,2026-03-10 14:46:35
5,40,2026-03-10 14:46:36
23,40,2026-03-10 14:46:37
31,40,2026-03-10 14:46:38
20,40,2026-03-10 14:46:39
-16,40,2026-03-10 14:46:41
33,40,2026-03-10 14:46:41
28,40,2026-03-10 14:46:42
12,40,2026-03-10 14:46:43
-6,40,2026-03-10 14:46:44
42,40,2026-03-10 14:46:45
6,40,2026-03-10 14:46:46
39,40,2026-03-10 14:46:47
-3,40,2026-03-10 14:46:48
42,40,2026-03-10 14:46:49
-15,40,2026-03-10 14:46:50
40,40,2026-03-10 14:46:51
7,40,2026-03-10 14:46:52
-18,40,2026-03-10 14:46:53
31,40,2026-03-10 14:46:54
29,40,2026-03-10 14:46:55
-9,40,2026-03-10 14:46:56
6,40,2026-03-10 14:46:57
19,40,2026-03-10 14:46:58
13,40,2026-03-10 14:46:59
36,40,2026-03-10 14:47:00
8,40,2026-03-10 14:47:01
-20,40,2026-03-10 14:47:02
29,40,2026-03-10 14:47:03
-1,40,2026-03-10 14:47:04
20,40,2026-03-10 14:47:05
24,40,2026-03-10 14:47:06
26,40,2026-03-10 14:47:07
-15,40,2026-03-10 14:47:08
24,40,2026-03-10 14:47:09
45,40,2026-03-10 14:47:10
34,40,2026-03-10 14:47:11
33,40,2026-03-10 14:47:12
14,40,2026-03-10 14:47:13
-16,40,2026-03-10 14:47:14
-7,40,2026-03-10 14:47:15
15,40,2026-03-10 14:47:16
15,40,2026-03-10 14:47:17
-17,40,2026-03-10 14:47:18
-12,40,2026-03-10 14:47:19
-18,40,2026-03-10 14:47:20
12,40,2026-03-10 14:47:21
1,40,2026-03-10 14:47:22
-10,40,2026-03-10 14:47:23
8,40,2026-03-10 14:47:24
-18,40,2026-03-10 14:47:25
10,40,2026-03-10 14:47:26
24,40,2026-03-10 14:47:27
32,40,2026-03-10 14:47:28
-6,40,2026-03-10 14:47:29
11,40,2026-03-10 14:47:30
-19,40,2026-03-10 14:47:31
29,40,2026-03-10 14:47:32
-7,40,2026-03-10 14:47:33
12,40,2026-03-10 14:47:34
31,40,2026-03-10 14:47:35
2,40,2026-03-10 14:47:36
-14,40,2026-03-10 14:47:37
19,40,2026-03-10 14:47:38
36,40,2026-03-10 14:47:39
3,40,2026-03-10 14:47:40
-17,40,2026-03-10 14:47:41
0,40,2026-03-10 14:47:42
-10,40,2026-03-10 14:47:43
-7,40,2026-03-10 14:47:44
12,40,2026-03-10 14:47:45
42,40,2026-03-10 14:47:46
17,40,2026-03-10 14:47:47
10,40,2026-03-10 14:47:48
4,40,2026-03-10 14:47:49
-3,40,2026-03-10 14:47:50
6,40,2026-03-10 14:47:51
24,40,2026-03-10 14:47:52
12,40,2026-03-10 14:47:53
-16,40,2026-03-10 14:47:54
28,40,2026-03-10 14:47:55
-15,40,2026-03-10 14:47:56
-8,40,2026-03-10 14:47:57
42,40,2026-03-10 14:47:58
39,40,2026-03-10 14:47:59
-6,40,2026-03-10 14:48:00
11,40,2026-03-10 14:48:01
27,40,2026-03-10 14:48:02
35,40,2026-03-10 14:48:03
2,40,2026-03-10 14:48:04
23,40,2026-03-10 14:48:05
24,40,2026-03-10 14:48:06
25,40,2026-03-10 14:48:07
31,40,2026-03-10 14:48:08
-5,40,2026-03-10 14:48:09
-10,40,2026-03-10 14:48:10
7,40,2026-03-10 14:48:11
33,40,2026-03-10 14:48:12
-10,40,2026-03-10 14:48:13
44,40,2026-03-10 14:48:14
19,40,2026-03-10 14:48:15
25,40,2026-03-10 14:48:16
26,40,2026-03-10 14:48:17
33,40,2026-03-10 14:48:19
40,40,2026-03-10 14:48:20
-4,40,2026-03-10 14:48:21
-8,40,2026-03-10 14:48:22
0,40,2026-03-10 14:48:23
36,40,2026-03-10 14:48:24
39,40,2026-03-10 14:48:25
34,40,2026-03-10 14:48:26
11,40,2026-03-10 14:48:27
38,40,2026-03-10 14:48:28
7,40,2026-03-10 14:48:29
-15,40,2026-03-10 14:48:30
17,40,2026-03-10 14:48:31
2,40,2026-03-10 14:48:32
44,40,2026-03-10 14:48:33
26,40,2026-03-10 14:48:34
13,40,2026-03-10 14:48:35
10,40,2026-03-10 14:48:36
4,40,2026-03-10 14:48:37
44,40,2026-03-10 14:48:38
13,40,2026-03-10 14:48:39
6,40,2026-03-10 14:48:40
12,40,2026-03-10 14:48:41
12,40,2026-03-10 14:48:42
22,40,2026-03-10 14:48:43
3,40,2026-03-10 14:48:44
9,40,2026-03-10 14:48:45
-4,40,2026-03-10 14:48:46
24,40,2026-03-10 14:48:47
-14,40,2026-03-10 14:48:48
-14,40,2026-03-10 14:48:49
5,40,2026-03-10 14:48:50
38,40,2026-03-10 14:48:51
42,40,2026-03-10 14:48:52
28,40,2026-03-10 14:48:53
16,40,2026-03-10 14:48:54
10,40,2026-03-10 14:48:55
-7,40,2026-03-10 14:48:56
42,40,2026-03-10 14:48:57
-14,40,2026-03-10 14:48:58
16,40,2026-03-10 14:48:59
32,40,2026-03-10 14:49:01
19,40,2026-03-10 14:49:01
30,40,2026-03-10 14:49:02
1,40,2026-03-10 14:49:03
28,40,2026-03-10 14:49:04
34,40,2026-03-10 14:49:05
-18,40,2026-03-10 14:49:07
-10,40,2026-03-10 14:49:07
15,40,2026-03-10 14:49:08
26,40,2026-03-10 14:49:09
34,40,2026-03-10 14:49:10
4,40,2026-03-10 14:49:11
28,40,2026-03-10 14:49:12
-14,40,2026-03-10 14:49:13
12,40,2026-03-10 14:49:14
-15,40,2026-03-10 14:49:15
36,40,2026-03-10 14:49:16
16,40,2026-03-10 14:49:17
25,40,2026-03-10 14:49:18
37,40,2026-03-10 14:49:19
-16,40,2026-03-10 14:49:20
4,40,2026-03-10 14:49:21
20,40,2026-03-10 14:49:22
10,40,2026-03-10 14:49:23
11,40,2026-03-10 14:49:24
-5,40,2026-03-10 14:49:25
-5,40,2026-03-10 14:49:26
-10,40,2026-03-10 14:49:27
-1,40,2026-03-10 14:49:28
9,40,2026-03-10 14:49:29
3,40,2026-03-10 14:49:30
0,40,2026-03-10 14:49:31
7,40,2026-03-10 14:49:32
13,40,2026-03-10 14:49:33
30,40,2026-03-10 14:49:34
-12,40,2026-03-10 14:49:35
16,40,2026-03-10 14:49:36
-6,40,2026-03-10 14:49:37
22,40,2026-03-10 14:49:38
-7,40,2026-03-10 14:49:39
41,40,2026-03-10 14:49:40
27,40,2026-03-10 14:49:41
25,40,2026-03-10 14:49:42
9,40,2026-03-10 14:49:43
2,40,2026-03-10 14:49:44
34,40,2026-03-10 14:49:45
-5,40,2026-03-10 14:49:46
-16,40,2026-03-10 14:49:47
45,40,2026-03-10 14:49:48
2,40,2026-03-10 14:49:49
39,40,2026-03-10 14:49:50
17,40,2026-03-10 14:49:51
38,40,2026-03-10 14:49:52
32,40,2026-03-10 14:49:53
40,40,2026-03-10 14:49:54
-15,40,2026-03-10 14:49:55
-11,40,2026-03-10 14:49:56
1,40,2026-03-10 14:49:57
7,40,2026-03-10 14:49:58
35,40,2026-03-10 14:49:59
-20,40,2026-03-10 14:50:00
-10,40,2026-03-10 14:50:01
32,40,2026-03-10 14:50:02
9,40,2026-03-10 14:50:03
45,40,2026-03-10 14:50:04
44,40,2026-03-10 14:50:05
-18,40,2026-03-10 14:50:06
9,40,2026-03-10 14:50:07
43,40,2026-03-10 14:50:08
-19,40,2026-03-10 14:50:09
-5,40,2026-03-10 14:50:10
37,40,2026-03-10 14:50:11
-3,40,2026-03-10 14:50:12
-4,40,2026-03-10 14:50:13
-10,40,2026-03-10 14:50:14
41,40,2026-03-10 14:50:15
44,40,2026-03-10 14:50:16
-8,40,2026-03-10 14:50:17
4,40,2026-03-10 14:50:18
33,40,2026-03-10 14:50:19
-5,40,2026-03-10 14:50:20
16,40,2026-03-10 14:50:21
16,40,2026-03-10 14:50:22
33,40,2026-03-10 14:50:23
17,40,2026-03-10 14:50:24
40,40,2026-03-10 14:50:25
35,40,2026-03-10 14:50:26
15,40,2026-03-10 14:50:27
22,40,2026-03-10 14:50:28
-4,40,2026-03-10 14:50:29
1,40,2026-03-10 14:50:30
-17,40,2026-03-10 14:50:31
13,40,2026-03-10 14:50:32
35,40,2026-03-10 14:50:33
2,40,2026-03-10 14:50:34
3,40,2026-03-10 14:50:35
0,40,2026-03-10 14:50:36
7,40,2026-03-10 14:50:38
3,40,2026-03-10 14:50:38
-7,40,2026-03-10 14:50:40
45,40,2026-03-10 14:50:41
10,40,2026-03-10 14:50:42
1,40,2026-03-10 14:50:43
-3,40,2026-03-10 14:50:44
15,40,2026-03-10 14:50:45
34,40,2026-03-10 14:50:46
26,40,2026-03-10 14:50:47
43,40,2026-03-10 14:50:48
4,40,2026-03-10 14:50:49
23,40,2026-03-10 14:50:50
-20,40,2026-03-10 14:50:51
2,40,2026-03-10 14:50:52
39,40,2026-03-10 14:50:53
-18,40,2026-03-10 14:50:54
-15,40,2026-03-10 14:50:55
14,40,2026-03-10 14:50:56
-11,40,2026-03-10 14:50:57
-13,40,2026-03-10 14:50:58
17,40,2026-03-10 14:50:59
34,40,2026-03-10 14:51:00
14,40,2026-03-10 14:51:01
5,40,2026-03-10 14:51:02
41,40,2026-03-10 14:51:03
8,40,2026-03-10 14:51:04
23,40,2026-03-10 14:51:05
32,40,2026-03-10 14:51:06
39,40,2026-03-10 14:51:07
19,40,2026-03-10 14:51:08
26,40,2026-03-10 14:51:09
-2,40,2026-03-10 14:51:10
10,40,2026-03-10 14:51:11
-8,40,2026-03-10 14:51:12
20,40,2026-03-10 14:51:13
22,40,2026-03-10 14:51:14
4,40,2026-03-10 14:51:15
39,40,2026-03-10 14:51:16
9,40,2026-03-10 14:51:17
9,40,2026-03-10 14:51:18
26,40,2026-03-10 14:51:19
8,40,2026-03-10 14:51:21
30,40,2026-03-10 14:51:21
15,40,2026-03-10 14:51:22
-1,40,2026-03-10 14:51:23
26,40,2026-03-10 14:51:24
-8,40,2026-03-10 14:51:25
21,40,2026-03-10 14:51:26
28,40,2026-03-10 14:51:27
-20,40,2026-03-10 14:51:28
-1,40,2026-03-10 14:51:29
23,40,2026-03-10 14:51:30
-14,40,2026-03-10 14:51:31
-4,40,2026-03-10 14:51:32
-5,40,2026-03-10 14:51:33
37,40,2026-03-10 14:51:34
-17,40,2026-03-10 14:51:35
6,40,2026-03-10 14:51:36
13,40,2026-03-10 14:51:37
0,40,2026-03-10 14:51:38
-20,40,2026-03-10 14:51:39
14,40,2026-03-10 14:51:40
20,40,2026-03-10 14:51:41
-5,40,2026-03-10 14:51:42
4,40,2026-03-10 14:51:43
13,40,2026-03-10 14:51:44
12,40,2026-03-10 14:51:45
43,40,2026-03-10 14:51:46
17,40,2026-03-10 14:51:47
-3,40,2026-03-10 14:51:48
5,40,2026-03-10 14:51:49
43,40,2026-03-10 14:51:50
34,40,2026-03-10 14:51:51
-13,40,2026-03-10 14:51:52
-12,40,2026-03-10 14:51:53
-8,40,2026-03-10 14:51:54
33,40,2026-03-10 14:51:55
32,40,2026-03-10 14:51:56
18,40,2026-03-10 14:51:57
41,40,2026-03-10 14:51:58
14,40,2026-03-10 14:51:59
0,40,2026-03-10 14:52:00
10,40,2026-03-10 14:52:01
44,40,2026-03-10 14:52:02
-19,40,2026-03-10 14:52:03
34,40,2026-03-10 14:52:04
23,40,2026-03-10 14:52:05
-8,40,2026-03-10 14:52:06
-3,40,2026-03-10 14:52:07
-15,40,2026-03-10 14:52:08
34,40,2026-03-10 14:52:09
-14,40,2026-03-10 14:52:10
21,40,2026-03-10 14:52:11
-18,40,2026-03-10 14:52:12
7,40,2026-03-10 14:52:13
-8,40,2026-03-10 14:52:14
12,40,2026-03-10 14:52:15
27,40,2026-03-10 14:52:16
22,40,2026-03-10 14:52:17
23,40,2026-03-10 14:52:18
10,40,2026-03-10 14:52:19
7,40,2026-03-10 14:52:20
-9,40,2026-03-10 14:52:21
28,40,2026-03-10 14:52:22
32,40,2026-03-10 14:52:23
-18,40,2026-03-10 14:52:24
-1,40,2026-03-10 14:52:25
29,40,2026-03-10 14:52:26
0,40,2026-03-10 14:52:27
19,40,2026-03-10 14:52:28
22,40,2026-03-10 14:52:29
-13,40,2026-03-10 14:52:30
-5,40,2026-03-10 14:52:31
-9,40,2026-03-10 14:52:32
34,40,2026-03-10 14:52:33
6,40,2026-03-10 14:52:34
2,40,2026-03-10 14:52:35
12,40,2026-03-10 14:52:36
25,40,2026-03-10 14:52:37
41,40,2026-03-10 14:52:38
-17,40,2026-03-10 14:52:39
10,40,2026-03-10 14:52:40
14,40,2026-03-10 14:52:41
30,40,2026-03-10 14:52:42
25,40,2026-03-10 14:52:43
25,40,2026-03-10 14:52:44
22,40,2026-03-10 14:52:45
23,40,2026-03-10 14:52:46
16,40,2026-03-10 14:52:47
14,40,2026-03-10 14:52:48
2,40,2026-03-10 14:52:49
-15,40,2026-03-10 14:52:50
39,40,2026-03-10 14:52:51
8,40,2026-03-10 14:52:52
-6,40,2026-03-10 14:52:53
33,40,2026-03-10 14:52:54
-15,40,2026-03-10 14:52:55
5,40,2026-03-10 14:52:56
37,40,2026-03-10 14:52:57
4,40,2026-03-10 14:52:58
-18,40,2026-03-10 14:52:59
38,40,2026-03-10 14:53:00
-13,40,2026-03-10 14:53:02
12,40,2026-03-10 14:53:02
-19,40,2026-03-10 14:53:03
35,40,2026-03-10 14:53:04
8,40,2026-03-10 14:53:05
3,40,2026-03-10 14:53:06
9,40,2026-03-10 14:53:07
16,40,2026-03-10 14:53:08
28,40,2026-03-10 14:53:09
16,40,2026-03-10 14:53:10
19,40,2026-03-10 14:53:11
9,40,2026-03-10 14:53:12
-13,40,2026-03-10 14:53:13
-18,40,2026-03-10 14:53:14
7,40,2026-03-10 14:53:15
28,40,2026-03-10 14:53:16
-17,40,2026-03-10 14:53:17
-2,40,2026-03-10 14:53:18
24,40,2026-03-10 14:53:19
15,40,2026-03-10 14:53:20
24,40,2026-03-10 14:53:21
-10,40,2026-03-10 14:53:22
6,40,2026-03-10 14:53:23
40,40,2026-03-10 14:53:24
11,40,2026-03-10 14:53:25
16,40,2026-03-10 14:53:26
10,40,2026-03-10 14:53:27
-6,40,2026-03-10 14:53:28
27,40,2026-03-10 14:53:29
42,40,2026-03-10 14:53:30
8,40,2026-03-10 14:53:31
42,40,2026-03-10 14:53:32
13,40,2026-03-10 14:53:33
4,40,2026-03-10 14:53:34
39,40,2026-03-10 14:53:35
18,40,2026-03-10 14:53:36
22,40,2026-03-10 14:53:37
12,40,2026-03-10 14:53:38
35,40,2026-03-10 14:53:39
23,40,2026-03-10 14:53:41
44,40,2026-03-10 14:53:42
45,40,2026-03-10 14:53:42
35,40,2026-03-10 14:53:43
-2,40,2026-03-10 14:53:44
21,40,2026-03-10 14:53:46
21,40,2026-03-10 14:53:47
35,40,2026-03-10 14:53:47
30,40,2026-03-10 14:53:48
-14,40,2026-03-10 14:53:49
26,40,2026-03-10 14:53:50
43,40,2026-03-10 14:53:52
-11,40,2026-03-10 14:53:53
3,40,2026-03-10 14:53:54
10,40,2026-03-10 14:53:55
-1,40,2026-03-10 14:53:56
35,40,2026-03-10 14:53:57
-11,40,2026-03-10 14:53:58
17,40,2026-03-10 14:53:59
10,40,2026-03-10 14:54:00
38,40,2026-03-10 14:54:01
7,40,2026-03-10 14:54:02
11,40,2026-03-10 14:54:03
-3,40,2026-03-10 14:54:04
39,40,2026-03-10 14:54:05
17,40,2026-03-10 14:54:06
-4,40,2026-03-10 14:54:07
-20,40,2026-03-10 14:54:08
22,40,2026-03-10 14:54:09
2,40,2026-03-10 14:54:10
-8,40,2026-03-10 14:54:11
41,40,2026-03-10 14:54:12
-5,40,2026-03-10 14:54:13
22,40,2026-03-10 14:54:14
22,40,2026-03-10 14:54:15
40,40,2026-03-10 14:54:16
10,40,2026-03-10 14:54:17
41,40,2026-03-10 14:54:18
4,40,2026-03-10 14:54:19
17,40,2026-03-10 14:54:20
16,40,2026-03-10 14:54:21
26,40,2026-03-10 14:54:22
37,40,2026-03-10 14:54:23
-17,40,2026-03-10 14:54:24
-7,40,2026-03-10 14:54:25
24,40,2026-03-10 14:54:26
-15,40,2026-03-10 14:54:27
20,40,2026-03-10 14:54:28
8,40,2026-03-10 14:54:29
-1,40,2026-03-10 14:54:30
42,40,2026-03-10 14:54:31
24,40,2026-03-10 14:54:32
-12,40,2026-03-10 14:54:33
-19,40,2026-03-10 14:54:34
23,40,2026-03-10 14:54:35
2,40,2026-03-10 14:54:36
36,40,2026-03-10 14:54:37
41,40,2026-03-10 14:54:38
10,40,2026-03-10 14:54:39
-3,40,2026-03-10 14:54:40
34,40,2026-03-10 14:54:41
20,40,2026-03-10 14:54:42
-2,40,2026-03-10 14:54:43
-2,40,2026-03-10 14:54:44
33,40,2026-03-10 14:54:45
1,40,2026-03-10 14:54:46
19,40,2026-03-10 14:54:47
23,40,2026-03-10 14:54:48
-18,40,2026-03-10 14:54:49
13,40,2026-03-10 14:54:50
16,40,2026-03-10 14:54:51
-7,40,2026-03-10 14:54:52
21,40,2026-03-10 14:54:53
25,40,2026-03-10 14:54:54
37,40,2026-03-10 14:54:55
21,40,2026-03-10 14:54:56
28,40,2026-03-10 14:54:57
20,40,2026-03-10 14:54:58
-2,40,2026-03-10 14:54:59
18,40,2026-03-10 14:55:00
-3,40,2026-03-10 14:55:01
13,40,2026-03-10 14:55:02
24,40,2026-03-10 14:55:03
24,40,2026-03-10 14:55:04
5,40,2026-03-10 14:55:05
-11,40,2026-03-10 14:55:06
-13,40,2026-03-10 14:55:07
-16,40,2026-03-10 14:55:08
36,40,2026-03-10 14:55:09
-4,40,2026-03-10 14:55:10
31,40,2026-03-10 14:55:11
18,40,2026-03-10 14:55:12
-13,40,2026-03-10 14:55:13
0,40,2026-03-10 14:55:14
45,40,2026-03-10 14:55:15
29,40,2026-03-10 14:55:16
-14,40,2026-03-10 14:55:17
-17,40,2026-03-10 14:55:18
30,40,2026-03-10 14:55:19
-13,40,2026-03-10 14:55:20
-11,40,2026-03-10 14:55:21
-5,40,2026-03-10 14:55:22
-8,40,2026-03-10 14:55:23
12,40,2026-03-10 14:55:24
45,40,2026-03-10 14:55:25
26,40,2026-03-10 14:55:26
19,40,2026-03-10 14:55:27
2,40,2026-03-10 14:55:28
-20,40,2026-03-10 14:55:29
-4,40,2026-03-10 14:55:30
32,40,2026-03-10 14:55:31
3,40,2026-03-10 14:55:32
45,40,2026-03-10 14:55:33
16,40,2026-03-10 14:55:34
-11,40,2026-03-10 14:55:35
24,40,2026-03-10 14:55:36
5,40,2026-03-10 14:55:37
41,40,2026-03-10 14:55:38
25,40,2026-03-10 14:55:39
45,40,2026-03-10 14:55:40
-15,40,2026-03-10 14:55:41
9,40,2026-03-10 14:55:42
